time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461250000	-23.4854	-7.48637	4.85999	2.46258	-0.536064	radar	1.75595	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6521	-7.3413	4.83037	2.43571	-0.537241	lidar	0.675316	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8427	-7.18233	4.84406	2.41512	-0.523413	radar	0.916147	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.006	-7.08569	4.77031	2.40898	-0.504293	lidar	2.14703	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1734	-6.90337	4.77667	2.3703	-0.525771	radar	1.95761	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3324	-6.65541	4.83995	2.31534	-0.554857	lidar	3.21431	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.4996	-6.47891	4.83732	2.28256	-0.571771	radar	3.47884	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6003	-6.3342	4.74621	2.2539	-0.575245	lidar	5.37877	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7412	-6.14447	4.7444	2.22266	-0.577795	radar	0.311127	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9223	-5.94343	4.79111	2.20083	-0.568372	lidar	2.66031	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.053	-5.73898	4.79538	2.1703	-0.566771	radar	1.85803	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1862	-5.56587	4.76737	2.14956	-0.559672	lidar	0.364591	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3396	-5.38065	4.77521	2.1438	-0.518962	radar	1.32553	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4825	-5.15897	4.81002	2.11738	-0.518193	lidar	0.605612	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6146	-4.98056	4.79009	2.11434	-0.474478	radar	6.38148	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7294	-4.80582	4.74869	2.0964	-0.46965	lidar	0.587839	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8502	-4.60024	4.75227	2.0784	-0.457499	radar	0.215224	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9615	-4.36024	4.788	2.04782	-0.464714	lidar	0.524594	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0703	-4.13966	4.79026	2.00355	-0.518545	radar	11.1055	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1602	-3.86051	4.85888	1.96223	-0.533117	lidar	2.07255	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.234	-3.624	4.85963	1.91053	-0.587982	radar	3.53587	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2625	-3.35734	4.87633	1.85851	-0.611517	lidar	4.41984	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3121	-3.11387	4.8792	1.81269	-0.64112	radar	0.495985	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3366	-2.87646	4.86347	1.77081	-0.65209	lidar	1.39056	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.395	-2.64966	4.8535	1.7488	-0.634745	radar	1.41854	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4723	-2.48868	4.76748	1.74042	-0.613984	lidar	5.79576	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5278	-2.25346	4.77333	1.72434	-0.5852	radar	1.01112	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.578	-2.0542	4.73047	1.70512	-0.576466	lidar	1.26519	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6092	-1.81729	4.73261	1.68601	-0.551613	radar	1.99665	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6069	-1.57006	4.74054	1.64812	-0.562166	lidar	1.11539	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.604	-1.33863	4.73119	1.60564	-0.59134	radar	1.68827	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6073	-1.11173	4.71791	1.57624	-0.591654	lidar	0.0588734	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6367	-0.885599	4.71019	1.56147	-0.571758	radar	5.17324	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6476	-0.637604	4.73067	1.53824	-0.565365	lidar	0.510368	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6348	-0.396311	4.74167	1.49996	-0.59055	radar	2.2376	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5892	-0.108692	4.81026	1.45988	-0.599247	lidar	2.60309	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5696	0.156747	4.84807	1.43018	-0.60293	radar	1.95267	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5463	0.416437	4.88168	1.40542	-0.596095	lidar	1.56319	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5342	0.656045	4.87449	1.39707	-0.557419	radar	1.7841	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5275	0.918631	4.91271	1.38405	-0.54061	lidar	3.2023	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4903	1.16912	4.91914	1.3776	-0.492298	radar	7.23982	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4336	1.41157	4.92294	1.35075	-0.494506	lidar	0.0702979	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3945	1.6382	4.89439	1.33871	-0.469901	radar	8.18083	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.339	1.86057	4.86898	1.31545	-0.470299	lidar	0.268732	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2709	2.09233	4.86726	1.28694	-0.481281	radar	0.233195	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2077	2.29683	4.82078	1.26331	-0.481879	lidar	0.792747	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1449	2.5261	4.81184	1.25278	-0.452731	radar	0.779726	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0667	2.76513	4.82949	1.23105	-0.451395	lidar	0.0997138	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9716	2.98764	4.83783	1.18908	-0.49628	radar	2.90918	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8714	3.25804	4.90908	1.16679	-0.492114	lidar	1.57899	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7885	3.48714	4.9112	1.14728	-0.488516	radar	2.14135	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6823	3.69243	4.88801	1.11984	-0.492217	lidar	0.20277	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5654	3.9011	4.87965	1.08886	-0.503223	radar	1.12892	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4974	4.08714	4.821	1.07565	-0.492072	lidar	3.80369	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.374	4.29043	4.81538	1.04651	-0.499235	radar	0.613241	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2148	4.50574	4.84344	1.01093	-0.509756	lidar	2.00307	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0643	4.70303	4.83542	0.987076	-0.49319	radar	8.95001	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9456	4.89806	4.82034	0.967044	-0.488697	lidar	0.444235	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7895	5.0895	4.8219	0.937219	-0.492667	radar	2.30826	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6222	5.29995	4.85705	0.908984	-0.495474	lidar	0.903798	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4503	5.47768	4.86676	0.865315	-0.532036	radar	0.938242	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2635	5.65002	4.8706	0.828198	-0.543152	lidar	1.22778	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0975	5.81245	4.86101	0.791986	-0.563234	radar	3.20349	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9234	5.9734	4.85065	0.761236	-0.566379	lidar	0.0548773	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7791	6.16154	4.8183	0.77093	-0.489109	radar	4.76849	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6113	6.31788	4.8027	0.74601	-0.490184	lidar	0.110885	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4619	6.49434	4.7837	0.743396	-0.45126	radar	1.8503	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2401	6.70871	4.87807	0.723734	-0.444929	lidar	4.22012	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0444	6.85187	4.86281	0.69855	-0.440913	radar	5.55148	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8319	7.02218	4.90048	0.674581	-0.441855	lidar	1.03311	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.62	7.15675	4.90673	0.638247	-0.464531	radar	1.52987	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4346	7.30319	4.89793	0.619076	-0.460419	lidar	0.292111	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2064	7.42703	4.93277	0.569021	-0.514177	radar	2.58617	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0254	7.58956	4.93855	0.560038	-0.49596	lidar	2.12985	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8416	7.75964	4.92938	0.56773	-0.439377	radar	5.78803	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.634	7.90262	4.94005	0.550232	-0.434207	lidar	0.0919525	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4428	8.03851	4.92027	0.540641	-0.413894	radar	1.63476	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2146	8.07946	4.86051	0.488693	-0.44941	lidar	4.46914	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0226	8.23654	4.84083	0.504979	-0.377275	radar	6.40218	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8439	8.38815	4.83792	0.505493	-0.356095	lidar	3.09339	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6034	8.49737	4.87813	0.470718	-0.388905	radar	4.37763	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3562	8.63171	4.93009	0.454908	-0.383824	lidar	1.35134	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1568	8.76517	4.90373	0.463089	-0.332828	radar	1.84639	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9566	8.86822	4.87887	0.448315	-0.331262	lidar	0.599979	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7558	8.99114	4.85249	0.453517	-0.289703	radar	1.44279	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5327	9.06343	4.83202	0.42653	-0.303692	lidar	0.661641	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2933	9.16988	4.86642	0.40708	-0.314309	radar	4.39964	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.01	9.25691	4.92634	0.378978	-0.326969	lidar	5.96455	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7921	9.34179	4.91321	0.361253	-0.331128	radar	1.68474	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5387	9.44196	4.95018	0.346908	-0.328114	lidar	0.750031	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2742	9.47059	4.97851	0.28974	-0.397724	radar	5.87445	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9871	9.59668	5.07269	0.285099	-0.379266	lidar	3.53705	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7426	9.68762	5.0662	0.284994	-0.341731	radar	2.86207	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4696	9.79515	5.12516	0.279126	-0.328167	lidar	1.34621	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2226	9.8704	5.1322	0.263998	-0.328626	radar	0.47255	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9523	9.99377	5.19378	0.267723	-0.305263	lidar	1.65923	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6982	10.0594	5.19814	0.251164	-0.307408	radar	0.0748483	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4499	10.1681	5.22011	0.253818	-0.287272	lidar	1.37317	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1938	10.2347	5.23122	0.237253	-0.29438	radar	0.568544	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9551	10.2631	5.19492	0.211996	-0.306407	lidar	0.535712	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.707	10.3292	5.18568	0.2069	-0.287866	radar	0.2716	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4811	10.3266	5.12318	0.174024	-0.309051	lidar	1.61284	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1893	10.3462	5.18968	0.133064	-0.358572	radar	7.89301	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9284	10.4021	5.20555	0.124104	-0.348356	lidar	0.293859	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6823	10.4411	5.15793	0.127289	-0.299618	radar	6.52349	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4359	10.4092	5.11885	0.0881157	-0.327437	lidar	2.10158	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1752	10.4355	5.12274	0.076223	-0.318334	radar	0.592142	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8749	10.5822	5.23014	0.110154	-0.259879	lidar	8.0387	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6184	10.6465	5.21266	0.125934	-0.205911	radar	2.17061	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3658	10.6465	5.19343	0.10335	-0.220007	lidar	0.533956	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1025	10.6727	5.20274	0.0912503	-0.223061	radar	0.21386	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8472	10.7666	5.22342	0.108455	-0.191108	lidar	3.97862	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5821	10.8186	5.23198	0.11275	-0.169033	radar	1.41364	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3436	10.7869	5.18355	0.0814324	-0.194709	lidar	1.9396	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0851	10.8264	5.17775	0.0863188	-0.167535	radar	0.623551	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8378	10.8899	5.17828	0.0945999	-0.149016	lidar	2.02523	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5615	10.9106	5.20214	0.085381	-0.151241	radar	2.65505	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3299	10.9259	5.16451	0.0761174	-0.153184	lidar	0.852038	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0665	10.8567	5.19542	0.00349582	-0.273453	radar	9.76365	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7779	10.8274	5.22512	-0.0215128	-0.285788	lidar	2.74281	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5221	10.8239	5.21737	-0.0332335	-0.28135	radar	0.172781	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.287	10.819	5.18522	-0.0452231	-0.279373	lidar	1.01389	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0358	10.8765	5.14508	-0.00824865	-0.185681	radar	6.676	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77664	10.9217	5.1591	0.00153398	-0.163999	lidar	1.9972	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54176	10.9052	5.12149	-0.0110499	-0.165848	radar	4.05763	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28266	10.9295	5.13192	-0.00836823	-0.153534	lidar	0.646147	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.03415	10.912	5.11146	-0.0174816	-0.148505	radar	2.69403	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77211	10.9412	5.12751	-0.011444	-0.133537	lidar	0.9515	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.52905	10.9005	5.10098	-0.0316729	-0.146982	radar	6.50594	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.35426	10.825	4.98074	-0.0660186	-0.176811	lidar	5.83409	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.10102	10.8395	4.97907	-0.0542413	-0.141272	radar	1.44142	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77783	10.8782	5.08903	-0.0388736	-0.116061	lidar	4.77181	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51486	10.8798	5.08962	-0.0300309	-0.0848242	radar	2.05998	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24265	10.8654	5.11308	-0.0362332	-0.0870012	lidar	0.527545	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.0011	10.901	5.0804	-0.00694095	-0.0242875	radar	3.82319	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
